,l_perp,l_par,l_par_std
113,0.0448412912,0.07029072578184128,0.0012208074061550792
114,0.0452381168,0.07075402747428547,0.0012199155833614306
115,0.0456349424,0.07134634768234105,0.0013279520364774602
116,0.046031768,0.07187038781754476,0.0012064422444601486
117,0.0464285936,0.0724045472475503,0.0013062646445922213
118,0.0468254192,0.07294158752743285,0.0011803607073625766
119,0.0472222447,0.07339739308772536,0.0012485091741990459
120,0.0476190703,0.07388787773167677,0.0012655757816953384
121,0.0480158959,0.07441610303928455,0.00128376959233166
122,0.0484127215,0.07490193250328007,0.0013092389219157424
123,0.0488095471,0.07547672146199738,0.0013143578199815847
124,0.0492063727,0.0760550379776162,0.0013115483419130838
125,0.0496031983,0.07640507010246822,0.0013113801937291933
126,0.0500000238,0.07702800020877396,0.0012724374777466976
127,0.0503968494,0.07743622191065463,0.0013222439807794098
128,0.050793675,0.07798664458990219,0.0013512147076844977
129,0.0511905006,0.07850142673188255,0.0013337654123388026
130,0.0515873262,0.07904626608779894,0.0013288711286367563
131,0.0519841518,0.07955595500112758,0.001322412566768634
132,0.0523809774,0.0800083826463015,0.0013164619659294038
133,0.0527778029,0.08051416151222393,0.0013109538621424305
134,0.0531746285,0.08100460244935051,0.001354674567339502
135,0.0535714541,0.08166477256330074,0.0012994930141276423
136,0.0539682797,0.0820653789530037,0.0013191095778572817
137,0.0543651053,0.0825395683796985,0.001432044864146692
138,0.0547619309,0.08305281168060938,0.0013780717254939234
139,0.0551587565,0.08359879473811971,0.0013686879049640555
140,0.055555582,0.08400113116535146,0.0013770646161315667
141,0.0559524076,0.08454197586700218,0.0014612186148924289
142,0.0563492332,0.08500202339247084,0.001357241550582998
143,0.0567460588,0.08556481016994849,0.0013526757106341047
144,0.0571428844,0.08603577415535274,0.001318523989119906
145,0.05753971,0.08653039177210761,0.001413427230361301
146,0.0579365356,0.08709546322249859,0.00141855746036023
147,0.0583333611,0.08752447778691107,0.0013912196269778299
148,0.0587301867,0.0880386540172002,0.001488208250908396
149,0.0591270123,0.08853239554904518,0.0014658787490382588
150,0.0595238379,0.0891062194963837,0.0014411807784456346
151,0.0599206635,0.08953054956190026,0.0014596386083694096
152,0.0603174891,0.09000116570515244,0.0015160201767630554
153,0.0607143147,0.09052187512335919,0.00149401230057572
154,0.0611111403,0.09101169501762478,0.0014781767668626405
155,0.0615079658,0.0915374401951205,0.0014280610415057585
156,0.0619047914,0.09201536272735267,0.0014250730886943772
157,0.062301617,0.092563742930012,0.0014594298909160475
158,0.0626984426,0.09299923826240838,0.0014224169738942527
159,0.0630952682,0.09343389388366506,0.0015090026912858295
160,0.0634920938,0.09389205767261116,0.0015150437879152823
161,0.0638889194,0.09439457742192008,0.0015221419251534724
162,0.0642857449,0.09499668637752792,0.0014879454706015621
163,0.0646825705,0.09551543987359987,0.0015158074139072775
164,0.0650793961,0.09594130864671571,0.0015576991299202786
165,0.0654762217,0.09634591914203218,0.001555807541046908
166,0.0658730473,0.09694156974983585,0.0015016339740871049
167,0.0662698729,0.09736905452836041,0.0015648857252131138
168,0.0666666985,0.09779047513803768,0.0015825805009954744
169,0.067063524,0.0983664305625421,0.0015654725896749808
170,0.0674603496,0.09885221657695682,0.001513770953290347
171,0.0678571752,0.09930680526518484,0.0015985392376795873
172,0.0682540008,0.09986139795698215,0.0015278006324630014
173,0.0686508264,0.10033233765059527,0.0014988575122915349
174,0.069047652,0.10082994997448316,0.0015043734641493611
175,0.0694444776,0.10122638516980266,0.0015461456964375314
176,0.0698413031,0.10179248359580231,0.001532034890568093
177,0.0702381287,0.10221278891372419,0.0014523273240032858
178,0.0706349543,0.10266608299364773,0.0015665387194876285
179,0.0710317799,0.1031609538793449,0.001442975440352906
180,0.0714286055,0.10369413717149539,0.001559771993549515
181,0.0718254311,0.10421069847099071,0.0016002724181984965
182,0.0722222567,0.10468387448998356,0.0016177143192033505
183,0.0726190822,0.10508805752743437,0.0015584602614171356
184,0.0730159078,0.10558585632246173,0.0016106478060664842
185,0.0734127334,0.1060211482396515,0.0015223287605059463
186,0.073809559,0.10660300900266112,0.0015974059673388788
187,0.0742063846,0.1070456241948213,0.0014887970166172285
188,0.0746032102,0.1075850890511516,0.0016307287754487726
189,0.0750000358,0.10804119134988477,0.0015416180865023346
190,0.0753968613,0.10848330713704646,0.0015239788462129214
191,0.0757936869,0.10899836975701205,0.0015919096656681966
192,0.0761905125,0.10945214880060022,0.0016336742568485857
193,0.0765873381,0.10995935188735328,0.001577706891099602
194,0.0769841637,0.1104734795927504,0.0015371594234062647
195,0.0773809893,0.11090597420628945,0.0016228339952495882
196,0.0777778149,0.11131879913483686,0.0016430790368889073
197,0.0781746405,0.11183250118922394,0.0016140700691281498
198,0.078571466,0.11230707221172898,0.0015250522306088851
199,0.0789682916,0.11285040239414314,0.001614827984918757
200,0.0793651172,0.11330888084284066,0.001618731180319688
201,0.0797619428,0.11370563262964477,0.0016187629698936334
202,0.0801587684,0.11433426050528765,0.0016351459279180108
203,0.080555594,0.11466546439374053,0.0016206519145104056
204,0.0809524196,0.11513576681231343,0.001752511078919175
205,0.0813492451,0.11571254642083123,0.0016445567309548367
206,0.0817460707,0.11618218533857051,0.0016241610008797536
207,0.0821428963,0.11671329897770097,0.0016498638301671795
208,0.0825397219,0.11715111542369375,0.0016423543292437212
209,0.0829365475,0.11763210591086631,0.0016614378669655636
210,0.0833333731,0.11813952810086693,0.0016728459991941086
211,0.0837301987,0.11860309825381532,0.0016474864748789383
212,0.0841270242,0.11910105172644359,0.0016382620131900685
213,0.0845238498,0.1195819184924673,0.0016595368051044307
214,0.0849206754,0.11998688970893301,0.0016432581151706524
215,0.085317501,0.12055254974528573,0.001646824509577073
216,0.0857143266,0.12094606205220415,0.0016903742575099245
217,0.0861111522,0.12146152520433298,0.001791965569925627
218,0.0865079778,0.12191827740893743,0.001727407970278004
219,0.0869048033,0.12241527915727478,0.0018067334372035976
220,0.0873016289,0.12285233007735244,0.00173363008102366
221,0.0876984545,0.12351431456345016,0.0018474215769897565
222,0.0880952801,0.12383388801468667,0.0018146819168550418
223,0.0884921057,0.12437589271132228,0.0017805986226270137
224,0.0888889313,0.12476684364184853,0.0017700410558347535
225,0.0892857569,0.12531046423998365,0.0018445141402420595
226,0.0896825824,0.12568237274462565,0.0018606423199220568
227,0.090079408,0.1261808294071311,0.0017852557022854515
228,0.0904762336,0.12675527808783105,0.0018505692360745868
229,0.0908730592,0.12713595010801956,0.0018216291261431983
230,0.0912698848,0.12766063786053053,0.0018082704897445234
231,0.0916667104,0.1281514124003051,0.0017909507576096412
232,0.092063536,0.12864779731045167,0.0018595675462646372
233,0.0924603615,0.1290826012512837,0.0018822983233307
234,0.0928571871,0.1294698050201139,0.0018278368738899042
235,0.0932540127,0.12990226246573985,0.0018361078435650824
236,0.0936508383,0.13054899394375624,0.0017993354032144332
237,0.0940476639,0.13093675477522737,0.00181900889298163
238,0.0944444895,0.131414074219874,0.001974925159464222
239,0.0948413151,0.13188068733858543,0.00188217846537804
240,0.0952381407,0.1322815017197021,0.0018426051861838572
241,0.0956349662,0.13280418093798307,0.0019816544760121874
242,0.0960317918,0.1332522486498134,0.002004871645055778
243,0.0964286174,0.13372605704059642,0.0018816437367933786
244,0.096825443,0.13421097407623162,0.0019438045506136592
245,0.0972222686,0.13474249140539343,0.0018189077255826858
246,0.0976190942,0.1350993902750976,0.0018755440866057987
247,0.0980159198,0.13572120033527438,0.001984668859445843
248,0.0984127453,0.1361214077885286,0.0019434866212753726
249,0.0988095709,0.13664660397547795,0.0018979410538530195
250,0.0992063965,0.1370658307036101,0.0018650384671231868
251,0.0996032221,0.13754947661613875,0.0019082880524661644
252,0.100000048,0.13798031753883563,0.0020020529243246765
253,0.100396873,0.13855296941881667,0.0019490603925741562
254,0.100793699,0.13892309741555764,0.0019377654659180066
255,0.101190524,0.13935849834593272,0.0019960849685436294
256,0.10158735,0.1398474172826999,0.001980457573817651
257,0.101984176,0.14030307444776202,0.0018546138962492048
258,0.102381001,0.14081878531337738,0.0020174104791239877
259,0.102777827,0.1413090273266404,0.0019306558797051038
260,0.103174652,0.1416628375131596,0.0020360046809983906
261,0.103571478,0.14233349166932113,0.0020923179290640442
262,0.103968304,0.14274398134262734,0.0020784517531878127
263,0.104365129,0.14320112965795395,0.002054945066049668
264,0.104761955,0.14360624764536822,0.002051423121231452
265,0.10515878,0.14400350270862705,0.0019814738242553837
266,0.105555606,0.144469235100847,0.0021675075180749848
267,0.105952431,0.14498035922996233,0.0020155608241960027
268,0.106349257,0.14541390256597275,0.002100362148622928
269,0.106746083,0.14594570078110788,0.0020314679846676065
270,0.107142908,0.1463518792621597,0.002046628304360379
271,0.107539734,0.15257901181039346,0.003662127295680842
272,0.107936559,0.14731286551680678,0.0021630789774734344
273,0.108333385,0.14775809034528697,0.002295087052034614
274,0.108730211,0.14834374946284262,0.0021141118296520572
275,0.109127036,0.14435402511280077,0.0021951301378866778
276,0.109523862,0.14919242261913424,0.002230587853431207
277,0.109920687,0.14966350993989283,0.002144660538836829
278,0.110317513,0.15010971509296434,0.002139005360996288
279,0.110714339,0.15053406709346784,0.0022548118410717216
280,0.111111164,0.15107080276696688,0.0022444614741110452
281,0.11150799,0.1515833415823422,0.0021475417765575433
282,0.111904815,0.1519599647551617,0.002166179488028122
283,0.112301641,0.15246469857973666,0.0021288802159609155
284,0.112698466,0.15280351693780903,0.0021839518439722427
285,0.113095292,0.1534090937521301,0.0022113243652664427
286,0.113492118,0.15388701314030162,0.002123821480061086
287,0.113888943,0.15429131079941433,0.002170159942434205
288,0.114285769,0.1547358082984217,0.0021732721242582603
289,0.114682594,0.1551755091689297,0.002162824636538385
290,0.11507942,0.15556418744495626,0.0021336008979241927
291,0.115476246,0.15612027894774305,0.002221527550827912
292,0.115873071,0.15660608586133612,0.0023569031618830977
293,0.116269897,0.15701779430376978,0.0023179506327291044
294,0.116666722,0.1576389873077203,0.0022053762080142397
295,0.117063548,0.1583068417164396,0.002076906310732901
296,0.117460373,0.15846168861995047,0.00222044267836774
297,0.117857199,0.15861823860564112,0.0025210870432122445
298,0.118254025,0.15930807270541614,0.002367425546154725
299,0.11865085,0.1597067528635437,0.0024200839799613516
300,0.119047676,0.1602362781818836,0.002400579849024559
301,0.119444501,0.16075743709616236,0.0022829587718878747
302,0.119841327,0.1613241352857005,0.002283461401856965
303,0.120238153,0.16168373383491028,0.0023251704332250267
304,0.120634978,0.16224097126377995,0.0023676598896835988
305,0.121031804,0.16267795614316663,0.002458478739219172
306,0.121428629,0.16312478324610713,0.0022691139546161393
307,0.121825455,0.16359834197494602,0.0024542055852145306
308,0.122222281,0.16412113581051768,0.002452511879077607
309,0.122619106,0.16449242350368046,0.002436591158486212
310,0.123015932,0.16501971659447656,0.0023369406116045405
311,0.123412757,0.16543813912738004,0.0023688847671781837
312,0.123809583,0.16588759153451615,0.002513281061389941
313,0.124206408,0.1663534410256075,0.0023734666418643025
314,0.124603234,0.16682316276814818,0.002339787408268665
315,0.12500006,0.1672055894509843,0.0024064397536248533
316,0.125396885,0.16774915606584434,0.0025732725148708696
317,0.125793711,0.16821439271997762,0.0023819148139204716
318,0.126190536,0.16863919865830235,0.002542145688866071
319,0.126587362,0.16916722489054514,0.0025776596056916873
320,0.126984188,0.1695939832647671,0.00255485862631305
321,0.127381013,0.17002736025892656,0.002407047755419861
322,0.127777839,0.1714213166470462,0.0034842614934866845
323,0.128174664,0.17087470458129533,0.0025247028844670727
324,0.12857149,0.1713884998766994,0.002503571925621173
325,0.128968315,0.1718269800452183,0.002549626978630967
326,0.129365141,0.17227461149560003,0.0024392376452064962
327,0.129761967,0.1727846654992841,0.002540522034161191
328,0.130158792,0.17340407030316515,0.002526275397665173
329,0.130555618,0.17386900373540204,0.0025972165366901917
330,0.130952443,0.1762908579432229,0.004573676177245398
331,0.131349269,0.1746634529128585,0.0026268798987253567
332,0.131746095,0.17526476002148056,0.002559408360542026
333,0.13214292,0.17564393676877044,0.0027145640412465227
334,0.132539746,0.17605287272643327,0.002676415512588279
335,0.132936571,0.1766481067481152,0.0026869169931463266
336,0.133333397,0.17707976977876277,0.0026228962887381996
337,0.133730222,0.17748596320039686,0.0026214974603737673
338,0.134127048,0.1778441691566049,0.002536357183879054
339,0.134523874,0.1782087375017749,0.0024528415256165614
340,0.134920699,0.17881546070849136,0.0026305157509736027
341,0.135317525,0.17928499335348835,0.0026824763992097794
342,0.13571435,0.1797392264401456,0.00270053673404666
343,0.136111176,0.180159347906782,0.002803980600060249
344,0.136508002,0.1808187564482388,0.0027631790314445043
345,0.136904827,0.18120815946134314,0.002675579110037102
346,0.137301653,0.18161593090529232,0.0027294513882719085
347,0.137698478,0.18227532158876192,0.0028916361744390916
348,0.138095304,0.18260812288839173,0.002768552804611829
349,0.13849213,0.1830411900616209,0.002729506328285322
350,0.138888955,0.18356825735986895,0.0026936907890337813
351,0.139285781,0.18394561067927076,0.0027360285286149866
352,0.139682606,0.18446214126105837,0.0027770876735743744
353,0.140079432,0.1850222151664298,0.002789842718417826
354,0.140476257,0.18554379766366588,0.0027567600032989414
355,0.140873083,0.1859271949861041,0.002741218864973652
356,0.141269909,0.1865022188201026,0.002808217998246057
357,0.141666734,0.18698153501226236,0.002749830219457905
358,0.14206356,0.1873159595561145,0.002777860031131424
359,0.142460385,0.18768159286299427,0.0028210648354587697
360,0.142857211,0.19023091464757025,0.004848938410759909
361,0.143254037,0.18868928495158985,0.00277701250284651
362,0.143650862,0.18917974761121914,0.0029130634762750685
363,0.144047688,0.19100529802616306,0.004074534918547534
364,0.144444513,0.1901157660050078,0.0028114137609540207
365,0.144841339,0.19038723545875308,0.002779230111555883
366,0.145238164,0.19090493729332736,0.0030115033225731197
367,0.14563499,0.19103922414576618,0.002353138934655691
368,0.146031816,0.1921342827295307,0.002945998771868741
369,0.146428641,0.19217962570204672,0.0028145358819289673
370,0.146825467,0.1931582295445039,0.002717525148931324
371,0.147222292,0.19351529287651925,0.0027536983439832574
372,0.147619118,0.19392066346742415,0.002735881630307954
373,0.148015944,0.19437581266116236,0.0029300685360023615
374,0.148412769,0.1950629445166403,0.002820722167672471
375,0.148809595,0.1953759932292395,0.0028050673900236467
376,0.14920642,0.19437857100757922,0.004178822363044329
377,0.149603246,0.19618224809215057,0.002815242286139233
378,0.150000072,0.19678288535700994,0.0027885164241926857
379,0.150396897,0.19712313379604696,0.002802884098525374
380,0.150793723,0.19769033541257713,0.0028963248670035163
381,0.151190548,0.21723606646672738,0.016143020288053297
382,0.151587374,0.19858046909420535,0.002942233853852602
383,0.151984199,0.19906041966747656,0.002890870503368989
384,0.152381025,0.19715069091189724,0.0006350811721189953
385,0.152777851,0.1925969507456706,0.0023972063858569703
386,0.153174676,0.2005469231346233,0.0030769983626711406
387,0.153571502,0.2011220627595508,0.0028405054327795692
388,0.153968327,0.20095166951525467,0.0023234893787737465
389,0.154365153,0.20192622052630993,0.002991649420178266
390,0.154761979,0.19859836835240519,0.006809682427482658
391,0.155158804,0.2029715282997383,0.0030651208013896536
392,0.15555563,0.20330646131073263,0.0029770014986802984
393,0.155952455,0.20391454114163793,0.0029676728293186877
394,0.156349281,0.20434315637294748,0.0029226082831830674
395,0.156746106,0.20479932998217343,0.0028148477026654767
396,0.157142932,0.20543733376716797,0.002939562630556003
397,0.157539758,0.20583752686010906,0.002838600222163007
398,0.157936583,0.20640280314633663,0.0031023564626603134
399,0.158333409,0.20680100361035858,0.002959371548476475
400,0.158730234,0.20726337915800533,0.0030369662623233873
401,0.15912706,0.20778623377358516,0.0029950375721990996
402,0.159523886,0.2082386769118007,0.003021111691984324
403,0.159920711,0.20691867733619507,0.003189893635281743
404,0.160317537,0.20902116195971954,0.0030277593527486546
405,0.160714362,0.2096505808549198,0.002927497619803432
406,0.161111188,0.2102251027609172,0.002924332439352001
407,0.161508014,0.21052759597646412,0.0030068032934248146
408,0.161904839,0.21077563548542722,0.002758649328777979
409,0.162301665,0.2114816770136465,0.0029807371434613372
